Address,Latitude,Longitude,ZIP_Code
Columbia Pike at S. Scott Street,38.8650925,-77.0771561,22204
Columbia Pike at S. Taylor Street,38.8581353,-77.1035923,22204
Columbia Pike at S. Thomas Street,38.8578837,-77.1044342,22204
Columbia Pike at S. Veitch Street,38.8640421,-77.0812393,22204
Columbia Pike at S. Wakefield Street,38.8572797,-77.10649029999999,22204
Columbia Pike at S. Walter Reed,38.862559,-77.0870545,22204
Columbia Pike at S. Walter Reed Drive,38.862559,-77.0870545,22204
Columbia Pike at S. Wayne Street,38.8637963,-77.0822095,22204
Columbia Pike at Southgate Road,38.8700711,-77.0653363,22204
Columbia Pike at Washington Boulevard,38.8543493,-77.1166099,22204
Columbia Pike S. Greenbrier Street,38.8539721,-77.1179571,22204
Crystal Drive at 15th Street S.,38.8601073,-77.0493393,22202
Crystal Drive at 18th Street S,38.8575724,-77.049249,22202
Crystal Drive at 18th Street S.,38.8575724,-77.049249,22202
Crystal Drive at 20th Street S,38.8561135,-77.04932090000001,22202
Crystal Drive at 20th Street S.,38.8561135,-77.04932090000001,22202
Crystal Drive at 23rd Street S.,38.8531752,-77.04955880000001,22202
Custis Trail at 15th Street N/N. Quincy Street,38.8902284,-77.1083251,22207
Custis Trail at N. Kensington Street,38.8905273,-77.1059598,22207
East Falls Church Metro Station,38.887334,-77.15442410000001,22205
EB I-66 East at Langston Boulevard,38.8881931,-77.1144407,22201
EB Washington Boulevard at I-395,38.8537155,-77.0740815,22202
Fairfax Drive and N. Stuart Street,38.8821604,-77.1118015,22201
Fairfax Drive at 10th Street N.,38.884836,-77.09949639999999,22201
Fairfax Drive at 15th Street N,38.8890178,-77.1133426,22207
Fairfax Drive at Fort Myer Drive,38.8931371,-77.07180679999999,22209
Fairfax Drive at Lee Highway,36.5753341,-82.4238686,37660
Fairfax Drive at N. Barton Street,38.8878917,-77.0883631,22201
Fairfax Drive at N. Danville Street,38.8885938,-77.0905088,22201
Fairfax Drive at N. Edison Street,38.8807794,-77.1232745,22205
Fairfax Drive at N. George Mason Drive,38.8812604,-77.12174619999999,22203
Fairfax Drive at N. Harrison Street,38.88008120000001,-77.128233,22205
Fairfax Drive at N. Lynn Street,38.89330169999999,-77.0712647,22209
Fairfax Drive at N. Monroe Street,38.8833242,-77.1033009,22201
Fairfax Drive at N. Nelson Street,38.883024,-77.1041056,22201
Fairfax Drive at N. Oakland Street,38.8827794,-77.104941,22203
Fairfax Drive at N. Queen Street,38.8908527,-77.07709510000001,22209
Fairfax Drive at N. Quincy Street,38.8824466,-77.10774649999999,22203
Fairfax Drive at N. Randolph Street,38.88236029999999,-77.1094388,22201
Fairfax Drive at N. Stafford Street,38.8822515,-77.1105266,22203
Fairfax Drive at N. Stuart Street,38.8821604,-77.1118015,22201
Fairfax Drive at N. Taft Street,38.8873612,-77.081442,22209
Fairfax Drive at N. Taylor Street,38.8821239,-77.1126901,22203
Fairfax Drive at N. Utah Street,38.8820766,-77.1137317,22201
Fairfax Drive at N. Wakefield Street,38.881989,-77.1173298,22203
Fairfax Drive at N. Wyoming Street,38.8901755,-77.16772019999999,22213
Fairfax Drive at North Monroe Street,38.8833242,-77.1033009,22201
Fairfax Drive at Wilson Boulevard,38.8856556,-77.0974106,22201
Fort Meyer Drive at N. Lynn Street,38.8933658,-77.07190709999999,22209
Fort Meyer Drive at N. Ode Street,38.8885473,-77.0753379,22209
Fort Myer Drive at 19th Street N.,38.896876,-77.0723837,22209
Fort Myer Drive at Arlington Boulevard,38.8909914,-77.0749978,22209
Fort Myer Drive at Langston Boulevard,38.8990544,-77.0719611,22209
Fort Myer Drive at Lee Highway,38.8943823,-77.0722002,22209
Fort Scott Drive at 26th Road S,38.8494029,-77.06170089999999,22202
Fort Scott Drive at S. Eads Street,38.8479769,-77.05378859999999,22202
Franklin Road at N. Garfield Street,38.8905532,-77.0944177,22201
Henderson Road at N. Glebe Road,38.87607490000001,-77.10838199999999,22203
Henderson Road at N. Thomas Street,38.8747251,-77.1098949,22203
I 395 at S. Glebe Road,38.849696,-77.082249,22206
I-365 N,38.8799697,-77.1067698,22203
I-395 and Glebe Road,38.8756087,-77.1072592,22203
I395 at Boundary Channel,38.8537155,-77.0740815,22202
I-395 at Boundary Channel,38.8537155,-77.0740815,22202
i395 at Boundary Channel Drive,38.8537155,-77.0740815,22202
I-395 at Boundary Channel Drive,38.8537155,-77.0740815,22202
I-395 at Exit 8A,38.8537155,-77.0740815,22202
I-395 at Exit 8C,38.8537155,-77.0740815,22202
i-395 at Exit 9,38.8537155,-77.0740815,22202
I-395 at George Washington Memorial Parkway,38.8537155,-77.0740815,22202
I395 at Glebe Road,38.8537155,-77.0740815,22202
I-395 at Glebe Road,38.8537155,-77.0740815,22202
I-395 at GW Parkway,38.8537155,-77.0740815,22202
i395 at HOV Express Lanes,38.8537155,-77.0740815,22202
I395 at King Street,38.8350834,-77.0983959,22206
I-395 at King Street S.,38.8537155,-77.0740815,22202
I-395 at Richmond Highway,38.8537155,-77.0740815,22202
I395 at Route 110,38.8537155,-77.0740815,22202
I-395 at Route 110,38.8537155,-77.0740815,22202
I395 at S. Eads Street.,38.8547982,-77.0532957,22202
I395 at S. Fern Street,38.8556634,-77.0555246,22202
I395 at S. Glebe Road,38.849696,-77.082249,22206
I-395 at S. Glebe Road,38.849696,-77.082249,22206
I395 at S. Hayes Street,38.854832,-77.0595004,22202
I-395 at S. Hayes Street,38.854832,-77.0595004,22202
I395 at S. King Street,38.8537155,-77.0740815,22202
I-395 at S. King Street,38.8537155,-77.0740815,22202
I-395 at Seminary Road,38.8537155,-77.0740815,22202
I-395 at Shirlington Circle,38.8359207,-77.0940624,22206
i395 at Washington Boulevard,38.8537155,-77.0740815,22202
I-395 at Washington Boulevard,38.8537155,-77.0740815,22202
I-395 N,38.8537155,-77.0740815,22202
I-395 NB at Boundary Channel Drive,38.8537155,-77.0740815,22202
I-395 NB at Columbia Pike,38.8537155,-77.0740815,22202
I-395 NB at George Washington Memorial Parkway,38.8537155,-77.0740815,22202
I-395 NB at Jefferson Davis Highway,38.8786033,-77.0589906,22211
I-395 NB at Route 1,38.8537155,-77.0740815,22202
I-395 NB at S. Fern Street,38.8556634,-77.0555246,22202
I-395 NB at S. Glebe Road,38.849696,-77.082249,22206
I-395 NB at S. Hayes Street,38.854832,-77.0595004,22202
I-395 NB at Shirlington Circle,38.8359207,-77.0940624,22206
I-395 NB at the 14th Street Bridge,38.8537155,-77.0740815,22202
I-395 NB at Washington Boulevard,38.8537155,-77.0740815,22202
I-395 North,38.8537155,-77.0740815,22202
I-395 North at Shirlington Circle,38.8359207,-77.0940624,22206
I-395 Northbound at Boundary Channel Drive,38.8537155,-77.0740815,22202
I-395 S,38.8537155,-77.0740815,22202
I-395 SB at Boundary Channel Drive,38.8537155,-77.0740815,22202
I-395 SB at Glebe Road,38.8537155,-77.0740815,22202
I-395 SB at King Street,38.8350834,-77.0983959,22206
I-395 SB at Route 110,38.8537155,-77.0740815,22202
I-395 SB at S. Glebe Road,38.849696,-77.082249,22206
I-395 SB at S. King Street,38.8537155,-77.0740815,22202
I-395 SB at SB GW Parkway,38.8537155,-77.0740815,22202
I-395 SB at Shirlington Circle,38.8359207,-77.0940624,22206
I-395 SB at Washington Boulevard,38.8537155,-77.0740815,22202
I-395 SB prior to King Street,38.8350834,-77.0983959,22206
I-395 Southbound at Shirlington Circle,38.8359207,-77.0940624,22206
I-395-S. Glebe Road,38.8678604,-77.0957516,22204
I-396 NB at Boundary Channel Drive,38.8732129,-77.0517674,22202
I-66 at N. Glebe Road,38.8972562,-77.1232618,22207
I-66 at N. Lincoln Street,38.8881931,-77.1144407,22201
I-66 at N. Scott Street,38.8919007,-77.0811547,22201
I-66 at N. Sycamore Street,38.8890863,-77.1562529,22205
I-66 at N. Williamsburg Boulevard,38.8881931,-77.1144407,22201
I-66 at Rosslyn Tunnel,38.8881931,-77.1144407,22201
I-66 at Route 110,38.8881931,-77.1144407,22201
I66 at Spout Run Parkway,38.8881931,-77.1144407,22201
I-66 at Sycamore Street,38.8881931,-77.1144407,22201
I-66 at Washington Boulevard,38.8881931,-77.1144407,22201
I-66 E,38.8881931,-77.1144407,22201
I-66 East at N. Glebe Road,38.8972562,-77.1232618,22207
I-66 W,38.8881931,-77.1144407,22201
I-66 W.B,38.8881931,-77.1144407,22201
I-66 WB at Fairfax Drive,38.84622359999999,-77.30637329999999,22030
I-66 WB at Glebe Road,38.8799697,-77.1067698,22203
I-66 WB at Lee Highway,38.8881931,-77.1144407,22201
I-66 WB at N. Glebe Road,22.9867569,87.8549755,713427
I-66 WB at N. Quincy Street,38.8964396,-77.1083212,22207
I-66 WB at N. Sycamore Street,38.8890863,-77.1562529,22205
I-66 WB at Spout Run Parkway,38.8993,-77.0889449,22207
I-66 WB at the Rosslyn Tunnel,38.8881931,-77.1144407,22201
I-66 WB at Wilson Boulevard,38.8798307,-77.1129707,22203
I-66 West at Arlington Boulevard,38.8881931,-77.1144407,22201
I-66 West at Sycamore Street,38.8881931,-77.1144407,22201
I-66 Westbound at Lee Highway,38.8881931,-77.1144407,22201
I-66WB at Rosslyn Tunnel,38.8939779,-77.0751538,22209
Intersection of Columbia Pike and S. Scott Street,38.8650925,-77.0771561,22204
Intersection of S. Eads Street and S. 23rd Street,38.8533591,-77.05344629999999,22202
Intersection of S. Pollard Street and S. Walter Reed Drive,38.8497864,-77.09310339999999,22204
Jefferson Davis Highway at 20th Street S.,38.8554747,-77.0689988,22202
Jefferson Davis Highway at 23rd Street S,38.849696,-77.082249,22206
Jefferson Davis Highway at 23rd Street S.,38.849696,-77.082249,22206
Jefferson Davis Highway at 33rd Street S,38.8786033,-77.0589906,22211
Jefferson Davis Highway at Memorial Avenue,38.8786033,-77.0589906,22211
Jefferson Davis Highway at S. Glebe Road,38.849696,-77.082249,22206
Key Boulevard at Lynn Street,38.8933798,-77.0861211,22201
Key Boulevard at N. Danville Street,38.8910202,-77.0912305,22201
Key Boulevard at N. Nash Street,38.896423,-77.0733348,22209
Key Boulevard at N. Oak Street,38.8963644,-77.07404799999999,22209
Key Boulevard at N. Queen Street,38.8932761,-77.0774233,22209
Key Boulevard at N. Quinn Street,38.89604509999999,-77.0784652,22209
Key Boulevard at N. Rhodes Street,38.8951581,-77.0818836,22201
Key Boulevard at N. Troy Street,38.894324,-77.0833296,22201
Key Bridge at Fort Myer Drive,38.9005486,-77.0707377,
Key Bridge at N. Lynn Street,38.9005486,-77.0707377,
King Street at 30th Street S,38.8363769,-77.100809,22206
Kirkwood Road at Washington Boulevard,38.8860161,-77.1001169,22201
Langston Boulevard at EB I-66,38.8881931,-77.1144407,22201
Langston Boulevard at Kirkwood Road,38.8957896,-77.09620559999999,22201
Langston Boulevard at Lorcom Lane,38.8993122,-77.1165003,22207
Langston Boulevard at N. Cleveland Street,38.8947949,-77.09125379999999,22201
Langston Boulevard at N. Illinois Street,38.8961242,-77.1388846,22207
Langston Boulevard at N. Lexington Street,38.8948022,-77.14402969999999,22207
Langston Boulevard at N. Moore Street,38.8982673,-77.07119759999999,22209
Langston Boulevard at N. Nelson Street,38.8961425,-77.1053007,22207
Langston Boulevard at N. Oak Street,38.8990045,-77.075401,22209
Langston Boulevard at N. Rhodes Street,38.8963624,-77.0820674,22201
Langston Boulevard at N. Taylor Street,38.8988442,-77.1193674,22207
Langston Boulevard at N. Thomas Street,38.899341,-77.1142299,22207
Langston Boulevard at N. Veitch Street,38.8959007,-77.0864678,22201
Langston Boulevard at Old Dominion Drive,38.8969312,-77.1083421,22207
Langston Boulevard at Washington Boulevard,38.88820219999999,-77.16099249999999,22205
Lee Highway at Kirkwood Road,38.8957896,-77.09620559999999,22201
Lee Highway at N. Adams Street,38.8932482,-77.0881423,22201
Lee Highway at N. Calvert Street,38.8951976,-77.0922041,22201
Lee Highway at N. Glebe Road,38.8972562,-77.1232618,22207
Lee Highway at N. Highland Street,38.8838714,-77.0945853,22201
Lee Highway at N. Lexington Street,38.8881034,-77.1400497,22205
Lee Highway at N. Lincoln Street,38.8960684,-77.1033522,22207
Lee Highway at N. Monroe Street,38.896002,-77.1047052,22207
Lee Highway at N. Nash Street,38.8940267,-77.072732,22209
Lee Highway at N. Nottingham Street,38.8686817,-77.1387769,22203
Lee Highway at N. Pollard Street,38.8967437,-77.10730319999999,22207
Lee Highway at N. Quincy Street,38.8972308,-77.1087156,22207
Lee Highway at N. Quinn Street,38.8935025,-77.0785224,22209
Lee Highway at N. Rhodes Street,38.8929328,-77.0800135,22209
Lee Highway at N. Sycamore Street,38.8890863,-77.1562529,22205
Lee Highway at N. Thomas Street,38.884211,-77.16836,22046
Lee Highway at Spout Run Parkway,38.8957896,-77.09620559999999,22201
Little Falls Road at Dittmar Road,38.9132241,-77.1352514,22207
Little Falls Road at N. George Mason Drive,38.9066669,-77.1390146,22207
Little Falls Road at N. Nottingham Street,38.90139840000001,-77.1502125,22207
Little Falls Road at N. Trinidad Street,38.8973906,-77.162428,22213
Long Bridge Drive at Boundary Channel Drive,38.866536,-77.0482823,22202
Lorcom Lane and Langston Boulevard,38.8993122,-77.1165003,22207
Lorcom Lane at Old Dominion Drive,38.8993122,-77.1165003,22207
Lorcom Lane at Vacation Lane,38.901864,-77.11285989999999,22207
Marshall Drive at Iwo Jima Access Road,38.8898731,-77.0695521,22209
McKinley Road at Washington Boulevard,38.8857833,-77.1419494,22205
Military Road at 31st Street N,38.9130482,-77.1154164,22207
Military Road at Beechwood Circle,38.9110065,-77.1133054,22207
Mount Vernon Trail,38.8582867,-77.0491854,22202
N Buchanan Street at N. Langston Boulevard,38.8952691,-77.1254456,22207
N. 14th Street at N. Courthouse Road,38.8896141,-77.08370099999999,22201
N. 24th Road at N. Underwood Street,38.8912559,-77.160513,22205
N. 27th Street at N. Lexington Street,38.8979365,-77.145973,22207
N. Adams Court at 14th Street N.,38.889174,-77.0874286,22201
N. Adams Street at Lee Highway,38.8932482,-77.0881423,22201
N. Barton Street at 10th Street N.,38.8845427,-77.0877325,22201
N. Barton Street at 11th Street N.,38.88616,-77.08811779999999,22201
N. Barton Street at 9th Street N,38.8829785,-77.08756199999999,22201
N. Barton Street at Clarendon Boulevard,38.8895572,-77.0885583,22201
N. Barton Street at Fairfax Drive,38.8878917,-77.0883631,22201
N. Barton Street at N. Pershing Drive,38.8807136,-77.08730469999999,22201
N. Barton Street at Wilson Boulevard,38.8904408,-77.0885598,22201
N. Bryan Street at Franklin Road,38.8908668,-77.0906048,22201
N. Calvert Street at Lee Highway,38.8951976,-77.0922041,22201
N. Cameron Street at 22nd Street N,38.8960512,-77.12819929999999,22207
N. Cameron Street at 22nd Street N.,38.8960512,-77.12819929999999,22207
N. Carlin Spring Road at N. Edison Street,38.8734396,-77.1186931,22203
N. Carlin Springs Road at N. Glebe Road,38.8783056,-77.1111798,22203
N. Carlin Springs Road at N. Kensington Street,38.8684007,-77.1275407,22203
N. Cleveland Street at Lee Highway,38.8869545,-77.089286,22201
N. Cleveland Street at N. Pershing Drive,38.8807237,-77.0885012,22201
N. Columbus Street at 12th Street N.,38.8842927,-77.1219414,22205
N. Courthouse Road at 14th Street N.,38.8896141,-77.08370099999999,22201
N. Danville Street at N. Calvert Street,38.8928969,-77.0925369,22201
N. Dinwiddie Street at 27th Street S.,38.9014633,-77.1348357,22207
N. Dinwiddie Street at Yorktown Boulevard,38.9028885,-77.135299,22207
N. Edgewood Street at 10th Street N.,38.8845725,-77.0917314,22201
N. Edison Street at Carlin Springs Road,38.8734396,-77.1186931,22203
N. Emerson Street at 8th Street N.,38.87709,-77.1226918,22203
N. Fairfax Drive at I-66,38.8881931,-77.1144407,22201
N. Fillmore Street at 2nd Street N.,38.8765927,-77.0907253,22201
N. Fillmore Street at Arlington Boulevard,38.8734136,-77.08937259999999,
N. Fillmore Street at Clarendon Boulevard,38.8878759,-77.0931288,22201
N. Fillmore Street at Lorcom Lane,38.8997065,-77.09843529999999,22207
N. Fillmore Street at Wilson Boulevard,38.8886771,-77.0932378,22201
N. Florida Street at 26th Street N.,38.899476,-77.1371541,22207
N. Garfield Street at 11th Street N.,38.8862189,-77.0938499,22201
N. Garfield Street at 4th Street N.,38.8787413,-77.0927334,22201
N. Garfield Street at Clarendon Boulevard,38.8874472,-77.0940052,22201
N. Garfield Street at Wilson Boulevard,38.888138,-77.0940905,22201
N. George Mason Drive at 22nd Street N.,38.8947453,-77.1324252,22205
N. George Mason Drive at 25th Place N.,38.89947069999999,-77.1350099,22207
N. George Mason Drive at 27th Street N,38.9013995,-77.13603359999999,22207
N. George Mason Drive at 2nd Road N,38.8707977,-77.1075856,22203
N. George Mason Drive at 2nd Road N.,38.8707977,-77.1075856,22203
N. George Mason Drive at 33rd Street N.,38.90778299999999,-77.1399096,22207
N. George Mason Drive at 6th Street N.,38.8755961,-77.11854850000002,22203
N. George Mason Drive at Arlington Boulevard,38.8895207,-77.1287694,22205
N. George Mason Drive at Henderson Road,38.8733605,-77.1111633,22203
N. George Mason Drive at Langston Boulevard,38.8964157,-77.133692,22207
N. George Mason Drive at Lee Highway,38.8895207,-77.1287694,22205
N. George Mason Drive at N. Carling Springs Road,38.8895207,-77.1287694,22205
N. George Mason Drive at N. Henderson Road,38.8733605,-77.1111633,22203
N. George Mason Drive at Wilson Boulevard,38.8782629,-77.120814,22203
N. Glebe Rd at N. River Street,38.9245335,-77.1263685,22207
N. Glebe Road at 14th Street N.,38.8877811,-77.1183798,22207
N. Glebe Road at 15th Street N,38.8885482,-77.1186623,22207
N. Glebe Road at 16th Street N,38.8902173,-77.1192717,22207
N. Glebe Road at 24th Road N,38.9007872,-77.1263827,22207
N. Glebe Road at 2nd Road N.,38.8734465,-77.1046599,22203
N. Glebe Road at 2nd Street N.,38.8722898,-77.10302539999999,22203
N. Glebe Road at 4th Street N.,38.8754747,-77.1075025,22203
N. Glebe Road at 7th Street N.,38.8790701,-77.11257069999999,22203
N. Glebe Road at Arlington Boulevard,38.8709618,-77.101021,22203
N. Glebe Road at Cathedral Lane,38.8713983,-77.1017927,22203
N. Glebe Road at Henderson Road,38.87607490000001,-77.10838199999999,22203
N. Glebe Road at Langston Boulevard,38.89750009999999,-77.1236005,22207
N. Glebe Road at Lee Highway,38.8972562,-77.1232618,22207
N. Glebe Road at N. Carlin Springs Road,38.8783056,-77.1111798,22203
N. Glebe Road at N. Pershing Drive,38.8739035,-77.105176,22203
N. Glebe Road at N. Quincy Street,38.8761508,-77.1082808,22203
N. Glebe Road at N. Randolph Street,38.8771066,-77.10980839999999,22203
N. Glebe Road at Old Dominion Drive,38.9042615,-77.1289297,22207
N. Glebe Road at Rock Spring Road,38.9080687,-77.1311484,22207
N. Glebe Road at Washington Boulevard,38.8853439,-77.1172135,22201
N. Glebe Road at Wilson Boulevard,38.879984,-77.1139294,22203
N. Greenbrier Street at N. Granada Street,38.86734149999999,-77.12338,22203
N. Harrison Street at 16th Street N.,38.8872767,-77.1299415,22205
N. Harrison Street at 32nd Street N.,38.9062043,-77.14523930000001,22207
N. Harrison Street at 9th Road N.,38.8789298,-77.12765759999999,22205
N. Harrison Street at Langston Boulevard,38.8962556,-77.137687,22207
N. Hartford Street at 13th Street N.,38.8887962,-77.0961359,22201
N. Henderson Road at N. Thomas Street,38.8747251,-77.1098949,22203
N. Herndon Street at 13th Street N,38.8882698,-77.0967934,22201
N. Herndon Street at Wilson Boulevard,38.8871454,-77.09539640000001,22201
N. Highland Street at 11th Street N.,38.8861539,-77.094816,22201
N. Highland Street at 19th Street N.,38.8930137,-77.09434809999999,22201
N. Highland Street at Clarendon Boulevard,38.8869626,-77.0949491,22201
N. Highland Street at N. Hartford Street,38.8879308,-77.0950349,22201
N. Highland Street at N. Pershing Drive,38.8789444,-77.09440959999999,22201
N. Highland Street at Washington Boulevard,38.8856106,-77.0947443,22201
N. Highland Street at Wilson Boulevard,38.8874518,-77.09499459999999,22201
N. Hudson Street at 10th Street N.,38.8843954,-77.09552599999999,22201
N. Hudson Street at 13th Street N.,38.8877627,-77.09745629999999,22201
N. Hudson Street at Wilson Boulevard,38.8866423,-77.0960939,22201
N. Illinois Street at N. Harrison Street,38.8723468,-77.1248928,22203
N. Irving Street at 13th Street N.,38.8872549,-77.09814670000002,22201
N. Irving Street at Clarendon Boulevard,38.8852926,-77.0968772,22201
N. Irving Street at Old Dominion Drive,38.896526,-77.0998395,22201
N. Irving Street at Pershing Drive,38.8782548,-77.09584970000002,22201
N. Jackson Street at N. Pershing Drive,38.8774861,-77.09743379999999,22201
N. Jackson Street at Wilson Boulevard,38.884082,-77.0989877,22201
N. Kenilworth Street at 11th Street N.,38.8812981,-77.1360057,22207
N. Kenmore Street at Wilson Boulevard,38.8833074,-77.0998913,22201
N. Kensington Street at 9th Road N.,38.8789838,-77.1323544,22205
N. Kent Street at Wilson Boulevard,38.894658,-77.0694606,22209
N. Lincoln Street at Washington Boulevard,38.886087,-77.103647,22201
N. Longfellow Street at 9th Road N.,38.8772418,-77.1427539,22205
N. Lynn Street and Wilson Boulevard,38.8950421,-77.0708607,22209
N. Lynn Street at 19th Street N.,38.8971125,-77.0708468,22209
N. Lynn Street at Key Bridge,38.9005486,-77.0707377,
N. Lynn Street at Langston Boulevard,38.898249,-77.070804,22209
N. Lynn Street at Lee Highway,38.8964359,-77.0708484,22209
N. Lynn Street at N. Meade Street,38.8924887,-77.0714311,22209
N. Lynn Street at Wilson Boulevard,38.8950421,-77.0708607,22209
N. Madison Street at Wilson Boulevard,38.8731523,-77.1450759,22205
N. Meade Street at Arlington Boulevard,38.8910838,-77.0715094,22209
N. Monroe Street at 18th Street N,38.8931386,-77.1040829,22207
N. Monroe Street at 9th Street N.,38.882614,-77.10293329999999,22203
N. Monroe Street at Fairfax Drive,38.8833242,-77.1033009,22201
N. Moore Street at 19th Street N.,38.8971287,-77.0715058,22209
N. Nash Street at Key Boulevard,38.896423,-77.0733348,22209
N. Nash Street at Langston Boulevard,38.8984298,-77.0735815,22209
N. Nottingham at Washington Boulevard,38.8868803,-77.1451359,22205
N. Nottingham Street at Lee Highway,38.8964026,-77.1024052,22207
N. Oak Street at 18th Street N.,38.895588,-77.0739406,22209
N. Oak Street at Clarendon Boulevard,38.8945192,-77.0737977,22201
N. Oak Street at Key Boulevard,38.8963644,-77.07404799999999,22209
N. Oakland Street at 6th Road N.,38.8790245,-77.1039121,22203
N. Oakland Street at 9th Street N.,38.8818603,-77.1044422,22203
N. Oakland Street at N. Pershing Drive,38.8749367,-77.1027987,22203
N. Oakland Street at Wilson Boulevard,38.8812192,-77.10409109999999,22203
N. Ohio Street at I-66 East,38.8894349,-77.1477684,22205
N. Park Drive at 2nd Street N.,38.8716845,-77.1142936,22203
N. Park Drive at N. Carlin Springs Road,38.8762766,-77.11356239999999,22203
N. Park Drive at N. George Mason Drive,38.8738367,-77.1134035,22203
N. Pershing at N. Thomas Street,38.8727273,-77.1068422,22203
N. Pershing Drive at Arlington Boulevard,38.8812386,-77.08432979999999,22201
N. Pershing Drive at N. Glebe Road,38.8739035,-77.105176,22203
N. Pershing Drive at N. Quebec Street,38.87412339999999,-77.10468259999999,22203
N. Pershing Drive at N. Thomas Street,38.8727273,-77.1068422,22203
N. Pershing Drive at N. Wayne Street,38.8807167,-77.0856902,22201
N. Pershing Drive at Washington Boulevard,38.8808079,-77.09039059999999,22201
N. Piedmont Street at N. Pershing Drive,38.87435809999999,-77.1040644,22203
N. Piedmont Street at Wilson Boulevard,38.8801654,-77.1060569,22203
N. Pierce Street at 12th Street N.,38.8875802,-77.07633849999999,22209
N. Pierce Street at Clarendon Boulevard,38.8934465,-77.07658719999999,22209
N. Pierce Street at N. 12th Street,38.8875802,-77.07633849999999,22209
N. Pierce Street at Wilson Boulevard,38.8944372,-77.0764111,22209
N. Pollard Street at 9th Street N,38.8812101,-77.10659079999999,22203
N. Pollard Street at Wilson Boulevard,38.8799992,-77.1064138,22203
N. Powhatan Street at 12th Street N.,38.880953,-77.1492332,22205
N. Quaker Lane at 32nd Road S.,38.8362175,-77.0848709,22206
N. Quebec Street at Lorcom Lane,38.9018644,-77.1071564,22207
N. Queen Street at 16th Street N.,38.8920245,-77.07726790000001,22209
N. Quincy Street at 20th Road N.,38.8954159,-77.1076903,22207
N. Quincy Street at 5th Road N.,38.8775538,-77.1078388,22203
N. Quincy Street at Fairfax Drive,38.8824466,-77.10774649999999,22203
N. Quincy Street at Glebe Road,38.8761508,-77.1082808,22203
N. Quincy Street at Washington Boulevard,38.8860509,-77.108176,22201
N. Quincy Street at Wilson Boulevard,38.8798836,-77.10754829999999,22203
N. Quinn Steet at 18th Street N,38.8953149,-77.07838149999999,22209
N. Quinn Street and N. Scott Street,38.89604509999999,-77.0784652,22209
N. Quinn Street at 12th Street N.,38.8874631,-77.07788939999999,22209
N. Quinn Street at 16th Street N.,38.891943,-77.0783968,22209
N. Quinn Street at 21st Road N.,38.899498,-77.0801103,22209
N. Quinn Street at Clarendon Boulevard,38.8930417,-77.07854139999999,22209
N. Quinn Street at Key Boulevard,38.89604509999999,-77.0784652,22209
N. Quinn Street at N. Scott Street,38.89604509999999,-77.0784652,22209
N. Quinn Street at Wilson Boulevard,38.8939489,-77.0786301,22209
N. Randolph Street at 5th Road N.,38.8773383,-77.1096161,22203
N. Randolph Street at Fairfax Drive,38.88236029999999,-77.1094388,22201
N. Randolph Street at Wilson Boulevard,38.8798883,-77.10905869999999,22217
N. Randolph Street at Wilson Boulevard.,38.8798883,-77.10905869999999,22217
N. Rhodes Street at Key Boulevard,38.8951581,-77.0818836,22201
N. Rhodes Street at Langston Boulevard,38.8963624,-77.0820674,22201
N. Rhodes Street at Queens Lane,38.8941021,-77.0808066,22201
N. Rhodes Street at Wilson Boulevard,38.8932374,-77.0802643,22201
N. Rolfe Street at 14th Street N.,38.88995860000001,-77.0798788,22209
N. Rolfe Street at N. 16th Street,38.8917904,-77.0801214,22209
N. Scott Street at 13th Street N.,38.88898570000001,-77.0806119,22209
N. Scott Street at Fairfax Drive,38.8878363,-77.0804668,22209
N. Stuart Street at Fairfax Drive,38.8821604,-77.1118015,22201
N. Stuart Street at Wilson Boulevard,38.8801082,-77.11156319999999,22203
N. Sycamore Street at Washington Boulevard,38.8875139,-77.1563788,22205
N. Taylor Street at 18th Street N,38.8926644,-77.11306960000002,22207
N. Taylor Street at Wilson Boulevard,38.8800118,-77.1124918,22203
N. Tazewell Street at 7th Street N.,38.8785132,-77.113235,22203
N. Tazewell Street at N. Carlin Springs Road,38.8776163,-77.11197609999999,22203
N. Thomas Street at 2nd Road N,38.87215320000001,-77.10611349999999,22203
N. Thomas Street at 4th Street N,38.8738984,-77.108463,22203
N. Thomas Street at 4th Street N.,38.8738984,-77.108463,22203
N. Thomas Street at Cathedral Lane,38.870147,-77.103642,22203
N. Thomas Street at Henderson Road,38.8747251,-77.1098949,22203
N. Thomas Street at N. Carlin Springs Road,38.8768393,-77.1128827,22203
N. Troy Street at 13th Street N.,38.8883648,-77.0826165,22201
N. Troy Street at Clarendon Boulevard,38.8917124,-77.081544,22201
N. Uhle Street at Wilson Boulevard,38.8915576,-77.08485979999999,22201
N. Utah Street at Washington Boulevard,38.8854905,-77.11413209999999,22201
N. VanBuren Street at 18th Street N.,38.8832555,-77.1592632,22205
N. Veitch Street at Key Boulevard,38.8933798,-77.0861211,22201
N. Vermont Street at 7th Street N.,38.8779783,-77.1142117,22203
N. Vermont Street at Fairfax Drive,38.8821638,-77.1148825,22201
N. Vermont Street at Wilson Boulevard,38.879766,-77.11492919999999,22203
N. Wakefield Street at Fairfax Drive,38.881989,-77.1173298,22203
N. Wakefield Street at Wilson Boulevard,38.8794742,-77.1160933,22203
N. Wayne Street at 10th Street N.,38.8846555,-77.08622249999999,22201
